# Timestamp Rate
1.453701600000000000e+09 5.690000000000000000e+02
1.453702200000000000e+09 5.690000000000000000e+02
1.453702800000000000e+09 5.680000000000000000e+02
1.453703400000000000e+09 5.720000000000000000e+02
1.453704000000000000e+09 5.780000000000000000e+02
1.453704600000000000e+09 5.730000000000000000e+02
1.453705200000000000e+09 5.640000000000000000e+02
1.453705800000000000e+09 5.600000000000000000e+02
1.453706400000000000e+09 5.830000000000000000e+02
1.453707000000000000e+09 5.620000000000000000e+02
1.453707600000000000e+09 5.710000000000000000e+02
1.453708200000000000e+09 5.650000000000000000e+02
1.453708800000000000e+09 5.710000000000000000e+02
1.453709400000000000e+09 5.720000000000000000e+02
1.453710000000000000e+09 5.640000000000000000e+02
1.453710600000000000e+09 5.750000000000000000e+02
1.453711200000000000e+09 5.610000000000000000e+02
1.453711800000000000e+09 5.690000000000000000e+02
1.453712400000000000e+09 5.600000000000000000e+02
1.453713000000000000e+09 5.690000000000000000e+02
1.453713600000000000e+09 5.580000000000000000e+02
1.453714200000000000e+09 5.670000000000000000e+02
1.453714800000000000e+09 5.750000000000000000e+02
1.453715400000000000e+09 5.760000000000000000e+02
1.453716000000000000e+09 5.750000000000000000e+02
1.453716600000000000e+09 5.680000000000000000e+02
1.453717200000000000e+09 5.680000000000000000e+02
1.453717800000000000e+09 5.650000000000000000e+02
1.453718400000000000e+09 5.730000000000000000e+02
1.453719000000000000e+09 5.740000000000000000e+02
1.453719600000000000e+09 5.700000000000000000e+02
1.453720200000000000e+09 5.680000000000000000e+02
1.453720800000000000e+09 5.660000000000000000e+02
1.453721400000000000e+09 5.680000000000000000e+02
1.453722000000000000e+09 5.720000000000000000e+02
1.453722600000000000e+09 5.630000000000000000e+02
1.453723200000000000e+09 5.630000000000000000e+02
1.453723800000000000e+09 5.730000000000000000e+02
1.453724400000000000e+09 5.710000000000000000e+02
1.453725000000000000e+09 5.550000000000000000e+02
1.453725600000000000e+09 5.730000000000000000e+02
1.453726200000000000e+09 5.750000000000000000e+02
1.453726800000000000e+09 5.760000000000000000e+02
1.453727400000000000e+09 5.650000000000000000e+02
1.453728000000000000e+09 5.670000000000000000e+02
1.453728600000000000e+09 5.700000000000000000e+02
1.453729200000000000e+09 5.700000000000000000e+02
1.453729800000000000e+09 5.670000000000000000e+02
1.453730400000000000e+09 5.750000000000000000e+02
1.453731000000000000e+09 5.740000000000000000e+02
1.453731600000000000e+09 5.730000000000000000e+02
1.453732200000000000e+09 5.690000000000000000e+02
1.453732800000000000e+09 5.660000000000000000e+02
1.453733400000000000e+09 5.590000000000000000e+02
1.453734000000000000e+09 5.670000000000000000e+02
1.453734600000000000e+09 5.670000000000000000e+02
1.453735200000000000e+09 5.720000000000000000e+02
1.453735800000000000e+09 5.670000000000000000e+02
1.453736400000000000e+09 5.740000000000000000e+02
1.453737000000000000e+09 5.760000000000000000e+02
1.453737600000000000e+09 5.730000000000000000e+02
1.453738200000000000e+09 5.800000000000000000e+02
1.453738800000000000e+09 5.710000000000000000e+02
1.453739400000000000e+09 5.700000000000000000e+02
1.453740000000000000e+09 3.600000000000000000e+02
1.453740600000000000e+09 0.000000000000000000e+00
1.453741200000000000e+09 0.000000000000000000e+00
1.453741800000000000e+09 0.000000000000000000e+00
1.453742400000000000e+09 0.000000000000000000e+00
1.453743000000000000e+09 2.000000000000000000e+01
1.453743600000000000e+09 4.700000000000000000e+01
1.453744200000000000e+09 5.200000000000000000e+01
1.453744800000000000e+09 4.100000000000000000e+01
1.453745400000000000e+09 4.600000000000000000e+01
1.453746000000000000e+09 4.800000000000000000e+01
1.453746600000000000e+09 4.900000000000000000e+01
1.453747200000000000e+09 4.300000000000000000e+01
1.453747800000000000e+09 3.500000000000000000e+01
1.453748400000000000e+09 6.100000000000000000e+01
1.453749000000000000e+09 4.400000000000000000e+01
1.453749600000000000e+09 4.600000000000000000e+01
1.453750200000000000e+09 4.000000000000000000e+01
1.453750800000000000e+09 4.600000000000000000e+01
1.453751400000000000e+09 4.000000000000000000e+01
1.453752000000000000e+09 5.400000000000000000e+01
1.453752600000000000e+09 4.800000000000000000e+01
1.453753200000000000e+09 3.800000000000000000e+01
1.453753800000000000e+09 5.700000000000000000e+01
1.453754400000000000e+09 3.200000000000000000e+01
1.453755000000000000e+09 4.800000000000000000e+01
1.453755600000000000e+09 4.900000000000000000e+01
1.453756200000000000e+09 3.800000000000000000e+01
1.453756800000000000e+09 5.700000000000000000e+01
1.453757400000000000e+09 4.300000000000000000e+01
1.453758000000000000e+09 4.700000000000000000e+01
1.453758600000000000e+09 4.700000000000000000e+01
1.453759200000000000e+09 4.500000000000000000e+01
1.453759800000000000e+09 7.600000000000000000e+01
1.453760400000000000e+09 4.100000000000000000e+01
1.453761000000000000e+09 3.500000000000000000e+01
1.453761600000000000e+09 4.300000000000000000e+01
1.453762200000000000e+09 4.700000000000000000e+01
1.453762800000000000e+09 4.500000000000000000e+01
1.453763400000000000e+09 5.200000000000000000e+01
1.453764000000000000e+09 4.800000000000000000e+01
1.453764600000000000e+09 4.700000000000000000e+01
1.453765200000000000e+09 5.200000000000000000e+01
1.453765800000000000e+09 4.000000000000000000e+01
1.453766400000000000e+09 5.200000000000000000e+01
1.453767000000000000e+09 3.400000000000000000e+01
1.453767600000000000e+09 4.000000000000000000e+01
1.453768200000000000e+09 5.000000000000000000e+01
1.453768800000000000e+09 3.900000000000000000e+01
1.453769400000000000e+09 9.200000000000000000e+01
1.453770000000000000e+09 4.000000000000000000e+01
1.453770600000000000e+09 3.800000000000000000e+01
1.453771200000000000e+09 5.400000000000000000e+01
1.453771800000000000e+09 5.200000000000000000e+01
1.453772400000000000e+09 5.300000000000000000e+01
1.453773000000000000e+09 4.700000000000000000e+01
1.453773600000000000e+09 4.700000000000000000e+01
1.453774200000000000e+09 4.500000000000000000e+01
1.453774800000000000e+09 5.800000000000000000e+01
1.453775400000000000e+09 3.800000000000000000e+01
1.453776000000000000e+09 5.300000000000000000e+01
1.453776600000000000e+09 4.900000000000000000e+01
1.453777200000000000e+09 5.200000000000000000e+01
1.453777800000000000e+09 4.200000000000000000e+01
1.453778400000000000e+09 5.600000000000000000e+01
1.453779000000000000e+09 5.600000000000000000e+01
1.453779600000000000e+09 3.600000000000000000e+01
1.453780200000000000e+09 4.800000000000000000e+01
1.453780800000000000e+09 3.900000000000000000e+01
1.453781400000000000e+09 4.300000000000000000e+01
1.453782000000000000e+09 3.900000000000000000e+01
1.453782600000000000e+09 5.400000000000000000e+01
1.453783200000000000e+09 4.000000000000000000e+01
1.453783800000000000e+09 5.300000000000000000e+01
1.453784400000000000e+09 5.600000000000000000e+01
1.453785000000000000e+09 4.600000000000000000e+01
1.453785600000000000e+09 3.900000000000000000e+01
1.453786200000000000e+09 5.000000000000000000e+01
1.453786800000000000e+09 5.000000000000000000e+01
1.453787400000000000e+09 4.400000000000000000e+01
