# Timestamp Rate
1.453096800000000000e+09 1.799000000000000000e+03
1.453098600000000000e+09 1.796000000000000000e+03
1.453100400000000000e+09 1.800000000000000000e+03
1.453102200000000000e+09 1.799000000000000000e+03
1.453104000000000000e+09 1.799000000000000000e+03
1.453105800000000000e+09 1.800000000000000000e+03
1.453107600000000000e+09 1.742000000000000000e+03
1.453109400000000000e+09 1.799000000000000000e+03
1.453111200000000000e+09 1.800000000000000000e+03
1.453113000000000000e+09 1.786000000000000000e+03
1.453114800000000000e+09 1.800000000000000000e+03
1.453116600000000000e+09 1.800000000000000000e+03
1.453118400000000000e+09 1.800000000000000000e+03
1.453120200000000000e+09 1.800000000000000000e+03
1.453122000000000000e+09 1.799000000000000000e+03
1.453123800000000000e+09 1.800000000000000000e+03
1.453125600000000000e+09 1.800000000000000000e+03
1.453127400000000000e+09 1.800000000000000000e+03
1.453129200000000000e+09 1.799000000000000000e+03
1.453131000000000000e+09 1.800000000000000000e+03
1.453132800000000000e+09 1.797000000000000000e+03
1.453134600000000000e+09 1.800000000000000000e+03
1.453136400000000000e+09 1.799000000000000000e+03
1.453138200000000000e+09 1.800000000000000000e+03
1.453140000000000000e+09 1.800000000000000000e+03
1.453141800000000000e+09 1.800000000000000000e+03
1.453143600000000000e+09 1.800000000000000000e+03
1.453145400000000000e+09 1.800000000000000000e+03
1.453147200000000000e+09 1.800000000000000000e+03
1.453149000000000000e+09 1.800000000000000000e+03
1.453150800000000000e+09 1.800000000000000000e+03
1.453152600000000000e+09 1.800000000000000000e+03
1.453154400000000000e+09 1.800000000000000000e+03
1.453156200000000000e+09 1.799000000000000000e+03
1.453158000000000000e+09 1.799000000000000000e+03
1.453159800000000000e+09 1.800000000000000000e+03
1.453161600000000000e+09 1.799000000000000000e+03
1.453163400000000000e+09 1.800000000000000000e+03
1.453165200000000000e+09 1.800000000000000000e+03
1.453167000000000000e+09 1.800000000000000000e+03
1.453168800000000000e+09 1.800000000000000000e+03
1.453170600000000000e+09 1.798000000000000000e+03
1.453172400000000000e+09 1.800000000000000000e+03
1.453174200000000000e+09 1.800000000000000000e+03
1.453176000000000000e+09 1.800000000000000000e+03
1.453177800000000000e+09 1.800000000000000000e+03
1.453179600000000000e+09 1.799000000000000000e+03
1.453181400000000000e+09 1.800000000000000000e+03
1.453183200000000000e+09 1.800000000000000000e+03
1.453185000000000000e+09 1.799000000000000000e+03
1.453186800000000000e+09 1.799000000000000000e+03
